,drug_name,Disabled macroautophagy count,Disabled macroautophagy count marg,Disabled macroautophagy,Disabled macroautophagy marg,Cmap pAGE Disabled macroautophagy level1,Cmap pAGE Disabled macroautophagy level2,Cmap pAGE Disabled macroautophagy level3,Cmap pAGE Disabled macroautophagy level4,Cmap pAGE Disabled macroautophagy level5,Cmap pAGE Disabled macroautophagy level1 z_score,Cmap pAGE Disabled macroautophagy level2 z_score,Cmap pAGE Disabled macroautophagy level3 z_score,Cmap pAGE Disabled macroautophagy level4 z_score,Cmap pAGE Disabled macroautophagy level5 z_score
5782,"n-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5783,n-[1-(4-carbamimidoyl-benzylcarbamoyl)-3-methylsulfanyl-propyl]-3-hydroxy-2-propoxyamino-butyramid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5784,n-[3-(aminomethyl)benzyl]acetamidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5785,"n-[4-(2-chlorophenyl)-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-c]carbazol-9-yl]formamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5786,"n4-hydroxy-2-isobutyl-n1-(9-oxo-1,8-diaza-tricyclo[10.6.1.013,18]nonadeca-12(19),13,15,17-tetraen-10-yl)-succinamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5787,n-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-d-tryptophan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5788,"n-{3-[5-(1h-1,2,4-triazol-3-yl)-1h-indazol-3-yl]phenyl}furan-2-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5789,n-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5790,lacidipine,0,0,[],[],,0.0,0.0,0.0,-0.3,0,0,0.0,0.0,-1.3416407864998738
5791,luprostiol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5792,"n-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8h)-yl)carbonyl]thiophene-2-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5793,lepirudin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5794,n-acetyl-alpha-d-glucosamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5795,"n-[4-([(2-amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2e)-3-[4-carbamoyl-1-(5-o-phosphono-beta-d-ribofuranosyl)-1h-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-l-glutamic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5796,ligandrol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5797,lindane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5798,temocapril,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5799,dofequidar,0,0,[],[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
5800,mdl-29951,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
5801,s-3-(4-fluorophenoxy)-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5802,s-(n-hydroxy-n-iodophenylcarbamoyl)glutathione,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5803,fenretinide,0,0,[],[],,0.0,0.0,0.0,-0.4,0,0,0.0,0.0,-1.788854381999832
5804,ferroheme c,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5805,rutin,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
5806,razuprotafib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5807,rufinamide,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
5808,ropinirole,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
5809,fexofenadine,0,0,[],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
5810,roflumilast,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
5811,filgotinib,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
5812,finerenone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5813,fish oil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5814,rosiglitazone,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
5815,raltitrexed,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
5816,ractopamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5817,furazolidone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5818,glutathionylspermidine disulfide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5819,propyl gallate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5820,glycyrrhizic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5821,s-23,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5822,flortaucipir f-18,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5823,propidium,0,0,[],[],,0.0,1.0,1.0,0.4,0,0,1.4142135623730951,1.4142135623730951,1.788854381999832
5824,flucloxacillin,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
5825,"(3r)-methylcarbamoyl-7-sulfoamino-3,4-dihydro-1h-isoquinoline-2-carboxylic acid benzyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5826,2-[2-ethanesulfonylamino-3-(1h-indol-3-yl)-propionylamino]-pentanedioic acid 5-amide 1-(4-carbamim idoyl-benzylamide),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5827,"7,8-dihydroxy-4-phenyl-2h-chromen-2-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5828,2-[(7-hydroxy-naphthalen-1-yl)-oxalyl-amino]-benzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5829,5-(3-{3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]propenyl}phenyl)-4-(hydroxymethyl)isoxazole-3-carboxylic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5830,{[7-(difluoro-phosphono-methyl)-naphthalen-2-yl]-difluoro-methyl}-phosphonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5831,capromab pendetide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5832,formebolone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5833,repaglinide,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
5834,reteplase,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5835,fomepizole,0,0,[],[],,0.0,0.0,0.0,0.5,0,0,0.0,0.0,2.23606797749979
5836,reversine,0,0,[],[],,0.0,0.0,0.0,0.3,0,0,0.0,0.0,1.3416407864998738
5837,flutamide,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
5838,ripasudil,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
5839,fluprednidene acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5840,fluorodopa (18f),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5841,flumethasone,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
5842,risankizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5843,risperidone,0,0,[],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
5844,propiverine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5845,purvalanol,0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
5846,ditiocarb,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5847,sulfamethoxazole,0,0,[],[],,0.0,0.0,0.0,0.3,0,0,0.0,0.0,1.3416407864998738
5848,sulindac,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
5849,ethyl 4-[(4-methylpyridin-2-yl)amino]piperidine-1-carboxylate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5850,duvoglustat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5851,dupilumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5852,tas-108,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5853,tg4010,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5854,tnx-901,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5855,tacrine,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
5856,doxepin,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
5857,talniflumate,0,2,[],"[3, 4]",,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
5858,diflorasone,0,0,[],[],,0.0,0.0,0.0,-0.4,0,0,0.0,0.0,-1.788854381999832
5859,difluocortolone,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
5860,digoxin,0,0,[],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
5861,tepotinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5862,temozolomide,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
5863,elsamitrucin,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
5864,dimethylcurcumin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5865,dioxo(sulfanyl)molybdenum,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5866,tedizolid phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5867,edetate calcium disodium anhydrous,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5868,elacestrant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5869,grapiprant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5870,sulfamethizole,0,0,[],[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
5871,propacetamol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5872,prochlorperazine,0,0,[],[],,0.0,-1.0,-1.0,0.2,0,0,-1.4142135623730951,-1.4142135623730951,0.894427190999916
5873,prenylamine,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
5874,prednisolone phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5875,grazoprevir,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
5876,pyrazinamide,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
5877,pyridoxine phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5878,glpg-0974,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5879,"r-2-{[4'-methoxy-(1,1'-biphenyl)-4-yl]-sulfonyl}-amino-6-methoxy-hex-4-ynoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5880,gabexate,0,0,[],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
5881,pyridoxamine-5'-phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5882,galsulfase,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5883,gentamicin,0,0,[],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
5884,quinestrol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5885,pyrimethamine,0,0,[],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
5886,geranyl diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5887,ganstigmine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5888,guanosine-5'-triphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5889,eldelumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5890,mm3122,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5891,mafenide,0,0,[],[],,0.0,-1.0,-1.0,-0.4,0,0,-1.4142135623730951,-1.4142135623730951,-1.788854381999832
5892,"antihemophilic factor (recombinant), pegylated",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5893,colforsin,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
5894,chlorcyclizine,0,0,[],[],,0.0,0.0,0.0,0.4,0,0,0.0,0.0,1.788854381999832
5895,cethromycin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5896,"[[4-(aminomethyl)phenyl]amino]oxo-acetic acid,",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5897,[[cyclohexanesulfonyl-glycyl]-3[pyridin-4-yl-aminomethyl]alanyl]piperidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5898,"[{2-bromo-4-[(2r)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5899,beta-l-fucose,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5900,cedazuridine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5901,carprofen,0,2,[],"[3, 4]",,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
5902,datp,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5903,carmustine,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
5904,"methyl (1r,2s)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5905,carbidopa,0,0,[],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
5906,"methyl 4-(2,3-dihydroxy-5-methylphenoxy)-2-hydroxy-6-methylbenzoate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5907,p-benzoyl-l-phenylalanine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5908,carbendazim,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
5909,{4-[2-benzyl-3-methoxy-2-(methoxycarbonyl)-3-oxopropyl]phenyl}sulfamic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5910,"{[2-(1h-1,2,3-benzotriazol-1-yl)-2-(3,4-difluorophenyl)propane-1,3-diyl]bis[4,1-phenylene(difluoromethylene)]}bis(phosphonic acid)",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5911,"[(3r)-3-(methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5912,demegestone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5913,chlorotrianisene,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
5914,compound 18,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5915,chymopapain,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5916,vindesine,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
5917,delafloxacin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5918,deferoxamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5919,tolazoline,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
5920,tolcapone,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
5921,topotecan,0,2,[],"[3, 4]",,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
5922,trametinib,0,0,[],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
5923,tranexamic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5924,darunavir,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
5925,trastuzumab emtansine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5926,daridorexant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5927,tributyltin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5928,triclocarban,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5929,trifluoroethanol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5930,triflusal,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
5931,trilaciclib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5932,triprolidine,0,0,[],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
5933,dacetuzumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5934,dcfbc,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5935,tetrachlorodecaoxide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5936,cholesterol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5937,colchicine,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
5938,trodusquemine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5939,"thieno[2,3-b]pyridine-2-carboxamidine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5940,tetracycline,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
5941,tinidazole,0,0,[],[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
5942,thiacloprid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5943,desoximetasone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5944,dicloxacillin,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
5945,tivantinib,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
5946,ticagrelor,0,0,[],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
5947,deoxycholic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5948,denufosol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5949,tibolone,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
5950,tocainide,0,0,[],[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
5951,tetrahydrogestrinone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5952,dexfenfluramine,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
5953,clobetasol propionate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5954,aica ribonucleotide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5955,4-hydroxy-n'-(4-isopropylbenzyl)benzohydrazide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5956,"imino[2-(2-oxo-1,2-dihydro-3-pyridinyl)-1h-benzimidazol-5-yl]methanaminium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5957,imino-tryptophan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5958,clenbuterol,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
5959,tirapazamine,0,0,[],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
5960,dextroamphetamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5961,colchiceine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5962,thiorphan,0,0,[],[],,0.0,0.0,0.0,-0.3,0,0,0.0,0.0,-1.3416407864998738
5963,vitamin a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5964,coccidioides immitis spherule,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5965,cloprednol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5966,clomipramine,0,0,[],[],,0.0,-1.0,-1.0,-0.4,0,0,-1.4142135623730951,-1.4142135623730951,-1.788854381999832
5967,clomifene,0,0,[],[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
5968,clofazimine,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
5969,clocortolone,0,0,[],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
5970,xl019,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5971,"cis-[4,5-bis-(4-chlorophenyl)-2-(2-isopropoxy-4-methoxyphenyl)-4,5-dihyd roimidazol-1-yl]-piperazin-1-yl-methanone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5972,"cis-[4,5-bis-(4-bromophenyl)-2-(2-ethoxy-4-methoxyphenyl)-4,5-dihydroimidazol-1-yl]-[4-(2-hydroxyethyl)piperazin-1-yl]methanone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5973,ciprofloxacin,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
5974,xanthinol,0,0,[],[],,0.0,-1.0,-1.0,-0.4,0,0,-1.4142135623730951,-1.4142135623730951,-1.788854381999832
5975,cinacalcet,0,1,[],[3],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
5976,zanapezil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5977,zanubrutinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5978,zinc chloride,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5979,denileukin diftitox,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5980,vibegron,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5981,desmoteplase,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5982,tofacitinib,0,0,[],[],,0.0,1.0,1.0,0.6,0,0,1.4142135623730951,1.4142135623730951,2.6832815729997477
5983,turpentine,0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
5984,n-(bromoacetyl)-beta-alanyl-n-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-l-serinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5985,hypothemycin,0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
5986,polyestradiol phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5987,huperzine a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5988,piflufolastat f 18,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5989,pidolic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5990,ins 316,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5991,hydrocortisone cypionate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5992,hydrocortisone phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5993,phosphonoacetohydroxamic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5994,"hydroxy(oxo)(2-{(1s)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5995,phenylephrine,0,0,[],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
5996,hydroxyzine,0,0,[],[],,0.0,1.0,1.0,-0.2,0,0,1.4142135623730951,1.4142135623730951,-0.894427190999916
5997,hydrocortisone aceponate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5998,testosterone propionate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5999,infigratinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6000,nitrofural,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
6001,niraxostat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6002,nimodipine,0,0,[],[],,0.0,1.0,1.0,0.4,0,0,1.4142135623730951,1.4142135623730951,1.788854381999832
6003,ketodarolutamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6004,ketoprofen,0,0,[],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
6005,porfimer sodium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6006,ibandronate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6007,ivarmacitinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6008,patisiran,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6009,n-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6010,capric acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6011,managlinat dialanetil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6012,maraviroc,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
6013,"n-(3-chlorophenyl)-n-methyl-2-oxo-3-[(3,4,5-trimethyl-1h-pyrrol-2-yl)methyl]-2h-indole-5-sulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6014,"n-(tert-butyl)-3,5-dimethyl-n'-[(5-methyl-2,3-dihydro-1,4-benzodioxin-6-yl)carbonyl]benzohydrazide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6015,lgd-2226,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6016,nap-226-90,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6017,np-50301,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6018,phenothiazine,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
6019,phenmetrazine,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
6020,phenindamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6021,idursulfase,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6022,ibudilast,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
6023,ilomastat,0,0,[],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
6024,pentosan polysulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
6025,imipenem,0,0,[],[],,0.0,-1.0,-1.0,-0.4,0,0,-1.4142135623730951,-1.4142135623730951,-1.788854381999832
6026,indapamide,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
