,drug_name,Genomic instability count,Genomic instability count marg,Genomic instability,Genomic instability marg,Cmap pAGE Genomic instability level1,Cmap pAGE Genomic instability level2,Cmap pAGE Genomic instability level3,Cmap pAGE Genomic instability level4,Cmap pAGE Genomic instability level5,Cmap pAGE Genomic instability level1 z_score,Cmap pAGE Genomic instability level2 z_score,Cmap pAGE Genomic instability level3 z_score,Cmap pAGE Genomic instability level4 z_score,Cmap pAGE Genomic instability level5 z_score
5203,(4-{(2s)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5204,trandolapril,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5205,"(4r)-7-chloro-9-methyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5206,vir201,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5207,tetrafluoroaluminate ion,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5208,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5209,tifuvirtide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5210,tretinoin,0,0,[],[],-1.0,0.0,0.6666666666666666,0.12,0.0136986301369863,-1.0,0.0,1.6329931618554518,0.6,0.1655211777204736
5211,briakinumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5212,(5-(pyridin-3-yl)furan-2-yl)methanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5213,cupric sulfate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5214,tildrakizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5215,curcumin sulfate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5216,tiopronin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5217,cyanocobalamin,0,0,[],[],-1.0,-1.0,-0.3333333333333333,0.04,0.0136986301369863,-1.0,-1.4142135623730951,-0.8164965809277259,0.1999999999999999,0.1655211777204736
5218,cytidine-5'-monophosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5219,"cyclic 3',5'-thymidine monophosphate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5220,cystine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5221,"(3z,6s)-6-chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2r)-2-piperidinyl]ethyl}imino)-2-piperazinol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5222,(4s)-5-[[(2s)-1-[[(2s)-1-amino-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-4-benzamido-5-oxopentanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5223,"1,2,3-trihydroxy-1,2,3,4-tetrahydrobenzo[a]pyrene",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5224,(2s)-2-[3-(aminomethyl)phenyl]-3-{(s)-hydroxy[(1r)-2-methyl-1-{[(2-phenylethyl)sulfonyl]amino}propyl]phosphoryl}propanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5225,tenofovir,0,0,[],[],-1.0,0.0,0.3333333333333333,0.2,0.136986301369863,-1.0,0.0,0.8164965809277259,1.0,1.655211777204736
5226,ave-1625,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5227,human interferon beta,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5228,huperzine b,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5229,azd3409,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5230,hycanthone,0,0,[],[],1.0,1.0,1.0,0.28,0.0684931506849315,1.0,1.4142135623730951,2.449489742783178,1.4,0.827605888602368
5231,azd-9684,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5232,3-amino-azacyclotridecan-2-one,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5233,3-amino-4-oxybenzyl-2-butanone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5234,3-bromo-7-nitroindazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5235,niraparib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5236,human c1-esterase inhibitor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5237,erythropoietin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5238,apd668,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5239,nelotanserin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5240,inclisiran,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5241,"n7-butyl-n2-(5-chloro-2-methylphenyl)-5-methyl[1,2,4]triazolo[1,5-a]pyrimidine-2,7-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5242,n6-benzyl adenosine-5'-diphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5243,ac-(d)phe-pro-borolys-oh,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5244,ac-(d)phe-pro-borohomoornithine-oh,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5245,norepinephrine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5246,"n~2~,n~2~-dimethyl-n~1~-(6-oxo-5,6-dihydrophenanthridin-2-yl)glycinamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5247,atyr1923,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5248,incb13739,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5249,hymenialdisine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5250,3-formyl-2-hydroxy-5-methyl-hexanoic acid hydroxyamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5251,hypericin,0,0,[],[],-1.0,0.0,0.6666666666666666,0.2,-0.1643835616438356,-1.0,0.0,1.6329931618554518,1.0,-1.986254132645683
5252,3-methylphenylalanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5253,nicergoline,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.12,-0.1232876712328767,-1.0,-1.4142135623730951,-1.6329931618554518,-0.6,-1.4896905994842622
5254,ign311,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5255,imidazopyridazin 1,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5256,3-phenylpropylamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5257,neostigmine,0,0,[],[],1.0,1.0,0.6666666666666666,0.04,0.0958904109589041,1.0,1.4142135623730951,1.6329931618554518,0.1999999999999999,1.158648244043315
5258,3-(7-diaminomethyl-naphthalen-2-yl)-propionic acid ethyl ester,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5259,as-8112,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5260,apd791,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5261,av-412,0,0,[],[],-1.0,0.0,0.6666666666666666,-0.2,-0.0547945205479452,-1.0,0.0,1.6329931618554518,-1.0,-0.6620847108818944
5262,isis 113715,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5263,niperotidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5264,hydromorphone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5265,"n~2~-1h-benzimidazol-5-yl-n~4~-(3-cyclopropyl-1h-pyrazol-5-yl)pyrimidine-2,4-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5266,"n~2~-1,3-benzoxazol-2-yl-3-cyclohexyl-n-{2-[(4-methoxyphenyl)amino]ethyl}-l-alaninamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5267,3-isobutyl-1-methyl-7h-xanthine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5268,n2-[(benzyloxy)carbonyl]-n1-[(3s)-1-cyanopyrrolidin-3-yl]-l-leucinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5269,n2-[(benzyloxy)carbonyl]-n-[(3r)-1-{n-[(benzyloxy)carbonyl]-l-leucyl}-4-oxo-3-pyrrolidinyl]-l-leucinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5270,lutetium lu-177 vipivotide tetraxetan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5271,n-(6-aminohexyl)-5-chloro-1-naphthalenesulfonamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5272,lumacaftor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5273,metiamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5274,methysergide,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.28,-0.1780821917808219,1.0,0.0,-1.6329931618554518,-1.4,-2.1517753103661565
5275,lumiracoxib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5276,lusutrombopag,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5277,"5-heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5278,lutetium lu 177 dotatate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5279,methylprednisolone hemisuccinate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5280,n2-({[(4-bromophenyl)methyl]oxy}carbonyl)-n1-[(1s)-1-formylpentyl]-l-leucinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5281,methylprednisolone,0,0,[],[],-1.0,0.0,-0.3333333333333333,-0.12,0.0273972602739726,-1.0,0.0,-0.8164965809277259,-0.6,0.3310423554409472
5282,methylphosphinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5283,methylergometrine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5284,metocurine iodide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5285,5-mercapto-2-nitro-benzoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5286,mirodenafil,0,0,[],[],1.0,0.0,-0.3333333333333333,0.12,0.0136986301369863,1.0,0.0,-0.8164965809277259,0.6,0.1655211777204736
5287,lobeline,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.04,0.0,1.0,0.0,-0.8164965809277259,-0.1999999999999999,0.0
5288,4-[[(2s)-2-[[(2s)-3-carboxy-2-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]butyl-(diaminomethylidene)azanium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5289,"6-(5-bromo-2-hydroxyphenyl)-2-oxo-4-phenyl-1,2-dihydropyridine-3-carbonitrile",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5290,"n-(cyclopropylmethyl)-4-(methyloxy)-3-({5-[3-(3-pyridinyl)phenyl]-1,3-oxazol-2-yl}amino)benzenesulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5291,nebularine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5292,nadolol,0,0,[],[],-1.0,0.0,0.6666666666666666,0.44,0.1095890410958904,-1.0,0.0,1.6329931618554518,2.1999999999999997,1.3241694217637887
5293,"n1,n2-ethylene-2-methylamino-4,5,6,7-tetrabromo-benzimidazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5294,"n-{[(2s,3s)-3-(ethoxycarbonyl)-2-oxiranyl]carbonyl}-l-threonyl-l-isoleucine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5295,"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-isoleucine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5296,ab192,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5297,3-[(3-(2-carboxyethyl)-4-methylpyrrol-2-yl)methylene]-2-indolinone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5298,ibrexafungerp,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5299,ibrutinib,0,0,[],[],-1.0,-1.0,-0.3333333333333333,-0.2,-0.1575342465753424,-1.0,-1.4142135623730951,-0.8164965809277259,-1.0,-1.903493543785446
5300,necitumumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5301,amd-070,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5302,am103,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5303,alpha-hydroxyfarnesylphosphonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5304,idarubicin,0,0,[],[],-1.0,0.0,0.3333333333333333,0.12,0.1095890410958904,-1.0,0.0,0.8164965809277259,0.6,1.3241694217637887
5305,naringenin,0,0,[],[],-1.0,0.0,0.3333333333333333,0.36,0.0342465753424657,-1.0,0.0,0.8164965809277259,1.7999999999999998,0.413802944301184
5306,naratriptan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5307,naphthyridine inhibitor,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5308,nandrolone decanoate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5309,nafcillin,0,0,[],[],1.0,0.0,0.6666666666666666,0.2,0.0273972602739726,1.0,0.0,1.6329931618554518,1.0,0.3310423554409472
5310,hydroxychloroquine,0,0,[],[],1.0,1.0,1.0,0.52,0.136986301369863,1.0,1.4142135623730951,2.449489742783178,2.6,1.655211777204736
5311,"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-alanine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5312,belumosudil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5313,7-methyl-guanosine-5'-triphosphate,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
5314,iodo-willardiine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5315,n-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5316,iopodic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5317,"n-[amino(imino)methyl]-2-(2,5-diphenyl-1h-pyrrol-1-yl)acetamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5318,n-[o-phosphono-pyridoxyl]-isoleucine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5319,"n-[5-(ethylsulfonyl)-2-methoxyphenyl]-5-[3-(2-pyridinyl)phenyl]-1,3-oxazol-2-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5320,irinotecan,0,0,[],[],-1.0,-1.0,-0.3333333333333333,-0.2,-0.1095890410958904,-1.0,-1.4142135623730951,-0.8164965809277259,-1.0,-1.3241694217637887
5321,"4-(2-(1h-imidazol-4-yl)ethylamino)-2-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5322,iron dextran,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5323,ampicillin,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.12,-0.1232876712328767,-1.0,-1.4142135623730951,-1.6329931618554518,-0.6,-1.4896905994842622
5324,n-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-3-pyridinecarboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5325,4-(2-aminoethyl)-2-cyclohexylphenol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5326,n-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1h-imidazol-2-yl]acetamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5327,n-acetyl-beta-d-glucosaminyl-(1->4)-n-acetyl-beta-d-glucosamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5328,4-(3-pyridin-2-yl-1h-pyrazol-4-yl)quinoline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5329,n-acetylhistamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5330,"n-alpha-acetyl-3,5-diiodotyrosyl-d-threonine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5331,"n-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-n-cyclopropyl-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5332,escitalopram,0,0,[],[],1.0,0.0,0.3333333333333333,-0.04,-0.0136986301369863,1.0,0.0,0.8164965809277259,-0.1999999999999999,-0.1655211777204736
5333,vicriviroc,0,0,[],[],-1.0,0.0,0.3333333333333333,0.2,0.0821917808219178,-1.0,0.0,0.8164965809277259,1.0,0.9931270663228416
5334,"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5335,vericiguat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5336,vinblastine,0,0,[],[],1.0,1.0,0.6666666666666666,-0.04,-0.0410958904109589,1.0,1.4142135623730951,1.6329931618554518,-0.1999999999999999,-0.4965635331614207
5337,vildagliptin,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.12,0.0890410958904109,-1.0,-1.4142135623730951,-1.6329931618554518,-0.6,1.0758876551830785
5338,benazepril,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.2,-0.0684931506849315,-1.0,-1.4142135623730951,-1.6329931618554518,-1.0,-0.827605888602368
5339,(s)-tacrine(10)-hupyridone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5340,bendroflumethiazide,0,0,[],[],1.0,1.0,0.6666666666666666,0.2,-0.136986301369863,1.0,1.4142135623730951,1.6329931618554518,1.0,-1.655211777204736
5341,voacamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5342,vilanterol,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
5343,sulfasalazine,0,0,[],[],1.0,1.0,1.0,0.6,0.0273972602739726,1.0,1.4142135623730951,2.449489742783178,2.9999999999999996,0.3310423554409472
5344,venlafaxine,0,0,[],[],-1.0,-1.0,-1.0,-0.28,-0.0684931506849315,-1.0,-1.4142135623730951,-2.449489742783178,-1.4,-0.827605888602368
5345,sunitinib,0,1,[],[1],-1.0,0.0,0.6666666666666666,-0.2,0.0136986301369863,-1.0,0.0,1.6329931618554518,-1.0,0.1655211777204736
5346,dicoumarol,0,0,[],[],-1.0,-1.0,0.3333333333333333,0.2,0.1780821917808219,-1.0,-1.4142135623730951,0.8164965809277259,1.0,2.1517753103661565
5347,(s)-warfarin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5348,venetoclax,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5349,veliflapon,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5350,vecuronium,0,0,[],[],-1.0,0.0,0.3333333333333333,0.12,-0.0547945205479452,-1.0,0.0,0.8164965809277259,0.6,-0.6620847108818944
5351,(2s)-4-(4-fluorobenzyl)-n-(2-sulfanylethyl)piperazine-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5352,dichlorvos,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5353,dichlororibofuranosylbenzimidazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5354,inosinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5355,3-{6-[(8-hydroxy-quinoline-2-carbonyl)-amino]-2-thiophen-2-yl-hexanoylamino}-4-oxo-butyri acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5356,"inositol 1,3-bisphosphate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5357,k-00546,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5358,4-carbamoyl-4-{[6-(difluoro-phosphono-methyl)-naphthalene-2-carbonyl]-amino}-butyric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5359,6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9h-purine-2-carbonitrile,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5360,4-iodopyrazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5361,"7-(1,1-dioxo-1h-benzo[d]isothiazol-3-yloxymethyl)-2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]pyran-3-carboxylic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5362,n-[(benzyloxy)carbonyl]-l-leucyl-n-[(1s)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-l-leucinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5363,ivabradine,0,0,[],[],1.0,1.0,0.6666666666666666,0.36,0.0273972602739726,1.0,1.4142135623730951,1.6329931618554518,1.7999999999999998,0.3310423554409472
5364,n-[(2s)-4-methyl-1-oxo-1-{[(4s)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5365,"n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]naphthalene-2-sulfonamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5366,k-252a,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
5367,inositol nicotinate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5368,n-tridecanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5369,n-methylphenylalanyl-n-[(trans-4-aminocyclohexyl)methyl]-l-prolinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5370,"6-chloro-n-pyrimidin-5-yl-3-{[3-(trifluoromethyl)phenyl]amino}-1,2-benzisoxazole-7-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5371,n-methyl-n-[(1r)-1-methyl-2-phenylethyl]prop-2-en-1-amine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5372,n-methyl(5-(pyridin-3-yl)furan-2-yl)methanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5373,"4-(n,n-dimethylamino)cinnamoyl-coa",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5374,ketanserin,0,0,[],[],-1.0,0.0,0.6666666666666666,0.44,0.1643835616438356,-1.0,0.0,1.6329931618554518,2.1999999999999997,1.986254132645683
5375,3-sulfino-l-alanine,0,2,[],"[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
5376,"n-({(2s,3s)-3-[(benzylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-proline",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5377,"4-bromo-2,5-dimethoxyphenethylamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5378,6-carbamimidoyl-2-[2-hydroxy-5-(3-methoxy-phenyl)-indan-1-yl]-hexanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5379,"l-erythro-7,8-dihydrobiopterin",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5380,9-cyclopentyl-6-[2-(3-imidazol-1-yl-propoxy)-phenylamino]-9h-purine-2-carbonitrile,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5381,"n-phenyl-1h-pyrrolo[2,3-b]pyridin-3-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5382,"4,4'-dipyridyl disulfide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5383,n-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2h-pyran-4-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5384,"n-cyclopropyl-n-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5385,"n-cyclopropyl-6-[(6,7-dimethoxyquinolin-4-yl)oxy]naphthalene-1-carboxamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5386,"n-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5387,invert sugar,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5388,"n-{2-[(4'-cyano-1,1'-biphenyl-4-yl)oxy]ethyl}-n'-hydroxy-n-methylurea",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5389,isoflurophate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5390,4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5h)-one,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
5391,"6-chloropurine riboside, 5'-monophosphate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5392,"n-alpha-acetyl-3,5-diiodotyrosylglycine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5393,l-778123,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5394,n-acetyl-l-phenylalanyl-4-[difluoro(phosphono)methyl]-l-phenylalaninamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5395,"l-alanyl-n-[(1s,2r)-1-benzyl-2-hydroxypropyl]-l-alaninamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5396,6-carbamimidoyl-2-[2-hydroxy-6-(4-hydroxy-phenyl)-indan-1-yl]-hexanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5397,teplizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5398,"(9s)-9-[(8-ammoniooctyl)amino]-1,2,3,4,9,10-hexahydroacridinium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5399,4-phospho-l-threonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5400,metolazone,0,1,[],[3],1.0,0.0,0.6666666666666666,0.12,-0.0410958904109589,1.0,0.0,1.6329931618554518,0.6,-0.4965635331614207
5401,mexazolam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5402,"n'-(3-chloro-4-methoxy-phenyl)-n-(3,4,5-trimethoxyphenyl)-1,3,5-triazine-2,4-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
5403,mevastatin,0,0,[],[],-1.0,-1.0,0.3333333333333333,-0.28,-0.1232876712328767,-1.0,-1.4142135623730951,0.8164965809277259,-1.4,-1.4896905994842622
