,drug_name,Exhaustion of stem cells count,Exhaustion of stem cells count marg,Exhaustion of stem cells,Exhaustion of stem cells marg,Cmap pAGE Exhaustion of stem cells level1,Cmap pAGE Exhaustion of stem cells level2,Cmap pAGE Exhaustion of stem cells level3,Cmap pAGE Exhaustion of stem cells level4,Cmap pAGE Exhaustion of stem cells level5,Cmap pAGE Exhaustion of stem cells level1 z_score,Cmap pAGE Exhaustion of stem cells level2 z_score,Cmap pAGE Exhaustion of stem cells level3 z_score,Cmap pAGE Exhaustion of stem cells level4 z_score,Cmap pAGE Exhaustion of stem cells level5 z_score
5568,"(3r)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2-benzothiazine 1,1-dioxide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5569,"(3r)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2-benzothiazine 1,1-dioxide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5570,dorsomorphin,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.4285714285714285,0,0,-0.5773502691896256,-0.8164965809277259,-1.9639610121239313
5571,edetate disodium anhydrous,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5572,"1-tert-butyl-3-(3-methylbenzyl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5573,candoxatrilat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5574,rilonacept,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5575,[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5576,eculizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5577,"(20s)-19,20,22,23-tetrahydro-19-oxo-5h,21h-18,20-ethano-12,14-etheno-6,10-methenobenz[d]imidazo[4,3-l][1,6,9,13]oxatriazacyclonoadecosine-9-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5578,echothiophate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5579,torcetrapib,0,0,[],[],,,1.0,0.6666666666666666,0.1428571428571428,0,0,1.732050807568877,1.6329931618554518,0.6546536707079771
5580,(3r)-3-hydroxydodecanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5581,doravirine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5582,budigalimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5583,concanamycin a,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5584,telmisartan,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.1428571428571428,0,0,-0.5773502691896256,-0.8164965809277259,-0.6546536707079771
5585,conestat alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5586,"(9s)-9-[(8-ammoniooctyl)amino]-1,2,3,4,9,10-hexahydroacridinium",0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5587,tenofovir,0,0,[],[],,,0.3333333333333333,0.0,0.1428571428571428,0,0,0.5773502691896256,0.0,0.6546536707079771
5588,teplizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5589,(r)-tacrine(10)-hupyridone,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5590,desmethylsertraline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5591,relacatib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5592,urethane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5593,tifuvirtide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5594,tretinoin,0,0,[],[],,,0.3333333333333333,0.0,-0.3333333333333333,0,0,0.5773502691896256,0.0,-1.5275252316519463
5595,briakinumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5596,(5-(pyridin-3-yl)furan-2-yl)methanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5597,cupric sulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5598,tildrakizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5599,d-methionine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5600,tiopronin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5601,cyanocobalamin,0,0,[],[],,,0.3333333333333333,0.0,-0.1428571428571428,0,0,0.5773502691896256,0.0,-0.6546536707079771
5602,cytidine-5'-monophosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5603,"cyclic 3',5'-thymidine monophosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5604,cystine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5605,"(3z,6s)-6-chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2r)-2-piperidinyl]ethyl}imino)-2-piperazinol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5606,(4s)-5-[[(2s)-1-[[(2s)-1-amino-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-4-benzamido-5-oxopentanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5607,"(4r)-7-chloro-9-methyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5608,(4e)-n-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4h-pyrazole-3-carboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5609,(4-{(2s)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5610,(3e)-3-[(4-hydroxyphenyl)imino]-1h-indol-2(3h)-one,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5611,tolvaptan,0,0,[],[],,,1.0,0.6666666666666666,0.5238095238095238,0,0,1.732050807568877,1.6329931618554518,2.400396792595916
5612,"(5-chloropyrazolo[1,5-a]pyrimidin-7-yl)-(4-methanesulfonylphenyl)amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5613,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5614,cosibelimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5615,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5616,uracil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5617,tandutinib,0,0,[],[],,,-0.3333333333333333,0.0,-0.1428571428571428,0,0,-0.5773502691896256,0.0,-0.6546536707079771
5618,tetradecyl hydrogen sulfate (ester),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5619,tariquidar,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5620,coagulation factor viia recombinant human,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5621,deoxyuridine-5'-diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5622,(r)-3-hydroxydecanoyl-coa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5623,technetium tc-99m sestamibi,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5624,"(3,4,8b-trimethyl-3-oxido-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-3-ium-7-yl) n-(2-ethylphenyl)carbamate",0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5625,tetrafluoroaluminate ion,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5626,technetium tc-99m tetrofosmin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5627,cambinol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5628,tyrosine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5629,demeclocycline,0,0,[],[],,,0.3333333333333333,0.6666666666666666,0.4285714285714285,0,0,0.5773502691896256,1.6329931618554518,1.9639610121239313
5630,demecarium,0,0,[],[],,,-1.0,-0.3333333333333333,0.238095238095238,0,0,-1.732050807568877,-0.8164965809277259,1.0910894511799618
5631,tyramine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5632,"(2s,3r)-3-amino-2-hydroxy-5-(ethylsulfanyl)pentanoyl-((s)-(-)-(1-naphthyl)ethyl)amide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5633,vir201,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5634,"(20s)-19,20,21,22-tetrahydro-19-oxo-5h-18,20-ethano-12,14-etheno-6,10-metheno-18h-benz[d]imidazo[4,3-k][1,6,9,12]oxatriaza-cyclooctadecosine-9-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5635,ephedra sinica root,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5636,rimexolone,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.238095238095238,0,0,0.5773502691896256,0.8164965809277259,1.0910894511799618
5637,edotecarin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5638,casopitant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5639,riociguat,0,0,[],[],,,-0.3333333333333333,-0.6666666666666666,0.238095238095238,0,0,-0.5773502691896256,-1.6329931618554518,1.0910894511799618
5640,rindopepimut,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5641,enzalutamide,0,0,[],[],,,-1.0,0.0,-0.1428571428571428,0,0,-1.732050807568877,0.0,-0.6546536707079771
5642,alpha-d-mannose 6-phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5643,"(1s,2s,3r,6r)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5644,gamma-glutamyl[s-(2-iodobenzyl)cysteinyl]glycine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5645,"(1s,3r,4s,5s,7s)-4-{[2-(4-methoxyphenoxy)-2-methylpropanoyl]amino}adamantane-1-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5646,dostarlimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5647,1-deoxymannojirimycin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5648,"s-[(1-hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1h-pyrrol-3-yl)methyl] methanesulfonothioate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5649,rolicyclidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5650,rolipram,0,0,[],[],,,1.0,1.0,0.5238095238095238,0,0,1.732050807568877,2.449489742783178,2.400396792595916
5651,"1-[(4s)-4-amino-5-(1,3-benzothiazol-2-yl)-5-oxopentyl]guanidine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5652,"s-methyl-4,5,6,7-tetrabromo-benzimidazole",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5653,eflornithine,0,1,[],[5],,,-0.3333333333333333,-0.6666666666666666,-0.0476190476190476,0,0,-0.5773502691896256,-1.6329931618554518,-0.2182178902359923
5654,efmoroctocog alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5655,avanafil,0,0,[],[],,,-1.0,-0.6666666666666666,-0.4285714285714285,0,0,-1.732050807568877,-1.6329931618554518,-1.9639610121239313
5656,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5h-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5657,calcium levulinate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5658,1-[1-(3-aminophenyl)-3-tert-butyl-1h-pyrazol-5-yl]-3-phenylurea,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5659,atazanavir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5660,su9516,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5661,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7h-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5662,"{[(2,6-difluorophenyl)carbonyl]amino}-n-(4-fluorophenyl)-1h-pyrazole-3-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5663,(2r)-1-(dimethylamino)-3-{4-[(6-{[2-fluoro-5-(trifluoromethyl)phenyl]amino}pyrimidin-4-yl)amino]phenoxy}propan-2-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5664,equol,0,0,[],[],,,0.3333333333333333,0.6666666666666666,0.238095238095238,0,0,0.5773502691896256,1.6329931618554518,1.0910894511799618
5665,"2,3,6a,7,8,9-hexahydro-11h-[1,4]dioxino[2,3-g]pyrrolo[2,1-b][1,3]benzoxazin-11-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5666,drostanolone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5667,"2,3-dimethoxy-12h-[1,3]dioxolo[5,6]indeno[1,2-c]isoquinolin-6-ium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5668,"(1r,2r)-n-(2-aminoethyl)-2-{[(4-methoxyphenyl)sulfonyl]methyl}cyclohexanecarboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5669,bx-528,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5670,atracurium besylate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5671,doxercalciferol,0,0,[],[],,,1.0,0.3333333333333333,0.0476190476190476,0,0,1.732050807568877,0.8164965809277259,0.2182178902359923
5672,enmd-1198,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5673,roxithromycin,0,0,[],[],,,1.0,0.6666666666666666,0.4285714285714285,0,0,1.732050807568877,1.6329931618554518,1.9639610121239313
5674,bms-488043,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5675,1-guanidino-4-(n-phenylmethanesulfonyl-l-leucyl-l-prolylamino)butane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5676,rubitecan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5677,"(11s)-8-chloro-11-[1-(methylsulfonyl)piperidin-4-yl]-6-piperazin-1-yl-11h-benzo[5,6]cyclohepta[1,2-b]pyridine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5678,cenobamate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5679,"(1s)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5680,carboxyatractyloside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5681,beta-phenyl-d-phenylalanyl-n-propyl-l-prolinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5682,1-o-octyl-2-heptylphosphonyl-sn-glycero-3-phosphoethanolamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5683,"1-{(2s,5s)-4-fluoro-5-[(trityloxy)methyl]tetrahydrofuran-2-yl}pyrimidine-2,4(1h,3h)-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5684,"(1r)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5685,azelnidipine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5686,ascorbic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5687,rilmenidine,0,0,[],[],,,0.3333333333333333,0.6666666666666666,0.1428571428571428,0,0,0.5773502691896256,1.6329931618554518,0.6546536707079771
5688,rifaximin,0,0,[],[],,,0.3333333333333333,0.0,-0.1428571428571428,0,0,0.5773502691896256,0.0,-0.6546536707079771
5689,(2e)-n-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5690,carbenoxolone,0,0,[],[],,,0.3333333333333333,0.3333333333333333,-0.1428571428571428,0,0,0.5773502691896256,0.8164965809277259,-0.6546536707079771
5691,azatadine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5692,sar-405838,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
5693,"[2-amino-6-(2,6-difluoro-benzoyl)-imidazo[1,2-a]pyridin-3-yl]-phenyl-methanone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5694,echinacoside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5695,azacitidine,0,0,[],[],,,-1.0,-0.6666666666666666,-0.238095238095238,0,0,-1.732050807568877,-1.6329931618554518,-1.0910894511799618
5696,gamma-glutamylcysteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5697,carbocisteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5698,13-acetylphorbol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5699,rimtuzalcap,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5700,"(13r,15s)-13-methyl-16-oxa-8,9,12,22,24-pentaazahexacyclo[15.6.2.16,9.1,12,15.0,2,7.0,21,25]heptacosa-1(24),2,4,6,17(25),18,20-heptaene-23,26-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5701,[3-(dodecanoylamino)propyl](hydroxy)dimethylammonium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5702,asenapine,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,-0.5773502691896256,0.8164965809277259,1.5275252316519463
5703,avalglucosidase alfa,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
5704,"1-[2-deoxyribofuranosyl]-2,4-difluoro-5-methyl-benzene-5'monophosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5705,1-benzylimidazole,0,0,[],[],,,-0.3333333333333333,0.0,0.1428571428571428,0,0,-0.5773502691896256,0.0,0.6546536707079771
5706,rivastigmine,0,0,[],[],,,1.0,0.6666666666666666,0.1428571428571428,0,0,1.732050807568877,1.6329931618554518,0.6546536707079771
5707,elafin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5708,1-[[(1e)-2-(4-chlorophenyl)ethenyl]sulfonyl]-4-[[1-(4-pyridinyl)-4-piperidinyl]methyl]piperazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5709,1-[4-(pyridin-4-yloxy)phenyl]-3-[3-(trifluoromethyl)phenyl]urea,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5710,cediranib,0,0,[],[],,,-0.3333333333333333,-0.6666666666666666,-0.4285714285714285,0,0,-0.5773502691896256,-1.6329931618554518,-1.9639610121239313
5711,cefazolin,0,0,[],[],,,-0.3333333333333333,-0.6666666666666666,0.0476190476190476,0,0,-0.5773502691896256,-1.6329931618554518,0.2182178902359923
5712,egaptivon pegol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5713,rivaroxaban,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,0.2182178902359923
5714,atibuclimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5715,"1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5716,ceftazidime,0,0,[],[],,,0.3333333333333333,0.0,0.0476190476190476,0,0,0.5773502691896256,0.0,0.2182178902359923
5717,edrophonium,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0,0,0.5773502691896256,-0.8164965809277259,-1.5275252316519463
5718,avotaciclib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5719,"1-[(2-amino-6,9-dihydro-1h-purin-6-yl)oxy]-3-methyl-2-butanol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5720,azathioprine,0,0,[],[],,,-1.0,-1.0,-0.3333333333333333,0,0,-1.732050807568877,-2.449489742783178,-1.5275252316519463
5721,s-{3-[(4-anilinoquinazolin-6-yl)amino]-3-oxopropyl}-l-cysteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5722,ebastine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5723,macitentan,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,0.5773502691896256,0.8164965809277259,0.6546536707079771
5724,macimorelin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5725,mesoridazine,0,0,[],[],,,-0.3333333333333333,0.0,-0.1428571428571428,0,0,-0.5773502691896256,0.0,-0.6546536707079771
5726,{[7-(difluoro-phosphono-methyl)-naphthalen-2-yl]-difluoro-methyl}-phosphonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5727,barnidipine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5728,brefeldin a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5729,(3r)-1-acetyl-3-methylpiperidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5730,(4-ethylphenyl)sulfamic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5731,"2-chloro-4-{[(1r,3z,7s,7as)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1h-pyrrolo[1,2-c][1,3]oxazol-3-ylidene]amino}-3-methylbenzonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5732,"(3r,5z,8s,9s,11e)-8,9,16-trihydroxy-14-methoxy-3-methyl-3,4,9,10-tetrahydro-1h-2-benzoxacyclotetradecine-1,7(8h)-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5733,2-[2-ethanesulfonylamino-3-(5-propoxy-1h-indol-3-yl)-propionylamino]-pentanedioic acid 5-amide 1-(4-carbamimidoyl-benzylamide),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5734,budesonide,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.5238095238095238,0,0,-0.5773502691896256,-0.8164965809277259,-2.400396792595916
5735,"6-hydroxy-5-undecyl-4,7-benzothiazoledione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5736,aliskiren,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.4285714285714285,0,0,-0.5773502691896256,0.8164965809277259,1.9639610121239313
5737,6-nitroindazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5738,7-nitroindazole,0,0,[],[],,,0.3333333333333333,0.0,-0.0476190476190476,0,0,0.5773502691896256,0.0,-0.2182178902359923
5739,alfacalcidol,0,0,[],[],,,0.3333333333333333,0.0,-0.3333333333333333,0,0,0.5773502691896256,0.0,-1.5275252316519463
5740,"1-(4-fluorophenyl)-n-[3-fluoro-4-(1h-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5741,2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5742,"(3r)-methylcarbamoyl-7-sulfoamino-3,4-dihydro-1h-isoquinoline-2-carboxylic acid benzyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5743,2-[2-ethanesulfonylamino-3-(1h-indol-3-yl)-propionylamino]-pentanedioic acid 5-amide 1-(4-carbamim idoyl-benzylamide),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5744,"7,8-dihydroxy-4-phenyl-2h-chromen-2-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5745,2-[(7-hydroxy-naphthalen-1-yl)-oxalyl-amino]-benzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5746,agkistrodon piscivorus antivenin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5747,2-acetylamino-2-deoxy-b-d-allopyranose,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5748,4-(3-amino-1h-indazol-5-yl)-n-tert-butylbenzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5749,(2s)-2-{[hydroxy(4-iodobenzyl)phosphoryl]methyl}pentanedioic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5750,aluminum chloride,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5751,(2s)-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5752,"2-[(1s)-1-benzyl-2-sulfanylethyl]-1h-imidazo[4,5-c]pyridin-5-ium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5753,5-phenyl-1h-indazol-3-amine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5754,azoxystrobin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5755,ca-170,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5756,aluminum acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5757,4-[(2-{4-[(cyclopropylcarbamoyl)amino]-1h-pyrazol-3-yl}-1h-benzimidazol-6-yl)methyl]morpholin-4-ium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5758,b-2-octylglucoside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5759,2-[{4-[(2s)-2-{[(allyloxy)carbonyl]amino}-3-({4-[3-hydroxy-2-(methoxycarbonyl)phenoxy]butyl}amino)-3-oxopropyl]phenyl}(carboxycarbonyl)amino]benzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5760,1-methyl-3-phenyl-1h-pyrazol-5-ylsulfamic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5761,"5-{4-[(3,5-difluorobenzyl)amino]phenyl}-6-ethylpyrimidine-2,4-diamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5762,"(3-exo)-3-(10,11-dihydro-5h-dibenzo[a,d][7]annulen-5-yloxy)-8,8-dimethyl-8-azoniabicyclo[3.2.1]octane",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5763,allosamizoline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5764,"(3aalpha,4alpha,7alpha,7aalpha)- 3a,4,7,7a-tetrahydro-2-(4-nitro-1-naphthalenyl)-4,7-ethano-1h-isoindole-1,3(2h)-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5765,"2-[3-(5-mercapto-[1,3,4]thiadiazol-2yl)-ureido]-n-methyl-3-pentafluorophenyl-propionamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5766,"4-(2-chlorophenyl)-8-(2-hydroxyethyl)-6-methylpyrrolo[3,4-e]indole-1,3(2h,6h)-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5767,2-[methyl-(5-geranyl-4-methyl-pent-3-enyl)-amino]-ethyl-diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5768,5-(3-{3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]propenyl}phenyl)-4-(hydroxymethyl)isoxazole-3-carboxylic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5769,capromab pendetide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5770,(2s)-2-[3-(aminomethyl)phenyl]-3-[(r)-hydroxy{(1r)-2-methyl-1-[(phenylsulfonyl)amino]propyl}phosphoryl]propanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
5771,formebolone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
