,GeneId,aging_mechanisms,criteria,confidence,aging_mechanisms_group
2819,TRIO,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2820,TRIOBP,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2821,TRIP12,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
2822,TRIP12,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2823,TRMT112,'alterations in histone modifications',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2824,TRPV1,'transcriptional alterations',"[""'Changes in gene activity extend mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity enhance age-related deterioration'""]",2,Epigenetic alterations
2825,TRPV1,'sterile inflammation',"[""'Changes in gene activity extend mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity enhance age-related deterioration'""]",2,Altered intercellular communication
2826,TSC22D1,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2827,TSC22D3,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2828,TSNAX,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2829,TSPAN5,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2830,TSPAN6,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2831,TSPYL2,'chromatin remodeling',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2832,TST,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2833,TTC4,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2834,TTC9,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2835,TTF2,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
2836,TTF2,'chromatin remodeling',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2837,TTLL12,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2838,TTR,other,"[""'Association of genetic variants and gene expression levels with longevity'""]",5,other
2839,TUBA3C,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2840,TUBB,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2841,TUBB2A,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2842,TUBB6,other,"[""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity extend non-mammalian lifespan'""]",3,other
2843,TWF1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2844,TXK,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2845,TXN,'transcriptional alterations',"[""'Regulation of genes associated with aging'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity extend mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",1,Epigenetic alterations
2846,TXN,'accumulation of reactive oxygen species',"[""'Regulation of genes associated with aging'"", ""'Changes in gene activity extend non-mammalian lifespan'"", ""'Changes in gene activity extend mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Association of genetic variants and gene expression levels with longevity'"", ""'Changes in gene activity reduce non-mammalian lifespan'""]",1,Mitochondrial dysfunction
2847,TXNDC11,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2848,TXNDC9,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2849,TXNIP,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2850,TXNRD1,'accumulation of reactive oxygen species',"[""'Association of genetic variants and gene expression levels with longevity'""]",5,Mitochondrial dysfunction
2851,TYMS,other,"[""'Changes in gene activity extend non-mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Age-related changes in gene expression, methylation or protein activity in non-mammals'""]",3,other
2852,U2AF1,other,"[""'Regulation of genes associated with aging'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2853,UBA2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2854,UBE2B,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
2855,UBE2B,'alterations in histone modifications',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2856,UBE2B,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2857,UBE2D2,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2858,UBE2D3,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
2859,UBE2D3,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
2860,UBE2D3,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2861,UBE2H,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2862,UBE2M,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2863,UBE2S,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
2864,UBL3,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2865,UBL5,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
2866,UBP1,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
